"day_pos","date_time","date_time_exp","sent_num","text"
11,"2016-09-30 16:03:36","2016-09-30 15:45:00",1,"Shopping pastry for afternoon snack at home and then I will go to wait for train. And weekend is in front of me hallelujah #p #xpb"
12,"2016-09-30 16:42:36","2016-09-30 16:30:00",1,"I took afternoon snack and rest of buns were eaten by family especially my wife like those wholemeal buns and enjoyed snack as well #p #xpb"
13,"2016-09-30 17:16:27","2016-09-30 17:15:00",1,"Dropping package in the post. It looked like crowded place but all the desks are open so it's really quick processing #p #xpb"
14,"2016-09-30 18:15:06","2016-09-30 18:00:00",1,"After big fight kids have chosen backpacks and they are happy now with shapes and colors and also some additional soft toys #p #xpb"
15,"2016-09-30 19:25:22","2016-09-30 18:45:00",-1,"We want to sell stroller and waiting in the entrance of shopping center. I am pissed off because the buyer has terrible behavior #n #xpb"
16,"2016-09-30 19:55:04","2016-09-30 19:30:00",1,"Kids are looking at toys because they have really big offer since Christmas are coming and they cannot decide what they want #p #xpb"
17,"2016-09-30 20:47:52","2016-09-30 20:15:00",-1,"We are back at home. It was difficult to drive in the dark because I need to get used to it after long summer sunny days #n #xpb"
18,"2016-09-30 21:15:57","2016-09-30 21:00:00",1,"I took a shower and currently sitting in the bed and doing nothing just playing game on the mobile. Then I maybe download something #p #xpb"
19,"2016-09-30 22:17:28","2016-09-30 21:45:00",-1,"Trying to figure out what's wrong with Internet connection. It looks like @TPLINK repeater has problems with long signal delays #n #xpb"
20,"2016-09-30 22:46:00","2016-09-30 22:30:00",-1,"Firmware update doesn't help. Fix IP address and DHCP setup doesn't work as well. It looked for a while that works but it doesn't #n #xpb"
21,"2016-09-30 23:29:33","2016-09-30 23:15:00",1,"I took a break from WiFi setup. And watching first episode second season of the #Narcos. And in the owen we have two pizza burgers #p #xpb"
22,"2016-10-01 00:19:57","2016-09-30 23:59:59",-1,"Trying to find solution to problems with WiFi extender and most likely there are many problems according to the reviews #n #xpb"
1,"2016-10-01 09:21:46","2016-10-01 09:00:00",-1,"There is not anymore quiet time to sleep little bit longer in Saturday morning. Kids are either jumping in our bed or are noisy #n #xpb"
2,"2016-10-01 10:25:35","2016-10-01 09:45:00",-1,"Taking a naps and meanwhile woke up to be disturbed by mobile or by kids. So, it's typical Saturday morning quiet but not #n #xpb"
3,"2016-10-01 11:07:07","2016-10-01 10:30:00",1,"I just woke up and my wife told me they want to go shopping so I am in hurry to go with them. But I like to join them #p #xpb"
4,"2016-10-01 11:24:45","2016-10-01 11:15:00",1,"Kids are nice. They took their new backpacks and we are going by walk to toy shopping mall to buy present for daughter's friend #p #xpb"
5,"2016-10-01 12:37:16","2016-10-01 12:00:00",-1,"IKEA was terribly crowded but we have everything and we are out now. So let's go to choose present into toy store and home #n #xpb"
6,"2016-10-01 13:04:31","2016-10-01 12:45:00",-1,"We bought the present and we are on the way back to home. Kids are tired from little walk and regret we didn't get a car #n #xpb"
7,"2016-10-01 14:19:49","2016-10-01 14:15:00",-1,"I cut myself when daughter cut potatoes and I was taking it from her. Then I have to sit down because I hate look at my own blood #n #xpb"
8,"2016-10-01 15:01:01","2016-10-01 15:00:00",1,"Lunch is almost ready even though we are three hours later behind the regular daily schedule, but it's family delicious recipe #p #xpb"
9,"2016-10-01 16:16:03","2016-10-01 15:45:00",1,"Doing nothing after lunch. Relaxing in the bed and sometimes have a kids for visit. Eating chocolate and having good afternoon #p #xpb"
10,"2016-10-01 16:53:16","2016-10-01 16:30:00",1,"Watching #Narcos and waiting for people who are going to pick up baby stroller which my wife sold over the Internet #p #xpb"
11,"2016-10-01 17:19:50","2016-10-01 17:15:00",-1,"Still waiting for stroller pick up and my wife is nervous because they should be here already Meanwhile we continue watching #Narcos #n #xpb"
12,"2016-10-01 18:24:16","2016-10-01 18:00:00",1,"Stroller sold and after small snack we are continuing with another episode of the #Narcos. Weather changed from sunny to rainy #p #xpb"
13,"2016-10-01 19:05:05","2016-10-01 18:45:00",1,"Kids are hungry so we have a break in watching. Then we can maybe watch some interesting movie and I can continue with my PhD work #p #xpb"
14,"2016-10-01 19:45:21","2016-10-01 19:30:00",1,"I took coke from basement and we have really good pork steak for dinner. It's family ordinary Saturday evening dinner #p #xpb"
15,"2016-10-01 20:52:35","2016-10-01 20:15:00",-1,"Choose some movie which we haven't seen yet is really hard work. Especially when my wife is watching movies as relax during the day #n #xpb"
16,"2016-10-01 21:46:04","2016-10-01 21:45:00",-1,"Son fall down from the couch he scared us a lot because he hurts the head from behind, but he looks and behaves ok #n #xpb"
17,"2016-10-01 22:51:49","2016-10-01 22:30:00",1,"Watching the #Gone movie in the bed with my wife and relaxing. I like the movie it's pretty good written. Kids are sleeping. #p #xpb"
18,"2016-10-01 23:50:02","2016-10-01 23:15:00",1,"Movie is brilliant. I am entertained a lot. We are just waiting for final plot and during that time I am enjoying popsicle #p #xpb"
19,"2016-10-02 00:23:38","2016-10-01 23:59:59",-1,"Fuck, #Gone movie doesn't have a conclusion it ended before it comes to it. They blow it out or they are preparing sequel #n #xpb"
1,"2016-10-02 09:38:51","2016-10-02 09:00:00",1,"Daughter woke us up because she was hungry and currently is satisfied by milk and corns which is her favorite breakfast #p #xpb"
2,"2016-10-02 10:10:56","2016-10-02 09:45:00",1,"I am going to take sandwiches for breakfast and and we will go shopping because today is exceptionally open and they have sales #p #xpb"
3,"2016-10-02 10:40:43","2016-10-02 10:30:00",1,"Breakfast is over. It was good and for while pieceful moment with reading online morning news. Let's go prepare for shopping #p #xpb"
4,"2016-10-02 11:17:59","2016-10-02 11:15:00",1,"Taking shoes and going to the car. It's raining outside so today we are taking car otherwise we would go by walk which is better #p #xpb"
5,"2016-10-02 12:09:43","2016-10-02 12:00:00",1,"In the shopping mall kids are trying to convince us to buy them Christmas presents already so we are telling them to write Santa #p #xpb"
6,"2016-10-02 13:22:18","2016-10-02 12:45:00",1,"Daughter enjoyed riding pony on the way back at home and currently they are nicely playing together and I can sit for while #p #xpb"
7,"2016-10-02 13:47:18","2016-10-02 13:30:00",1,"Frying thin slices beef steaks on the pan as lunch for us. Kids like this kind of meal a lot and they need to eat more beef #p #xpb"
8,"2016-10-02 14:35:32","2016-10-02 14:15:00",1,"Laying in the bed with my wife and most of likely we will watch our favorite #Narcos series. Unless my wife is going to sleep #p #xpb"
9,"2016-10-02 15:01:56","2016-10-02 15:00:00",-1,"I needed to explain both kids yesterday's ban on the toys in the living room since they have both big rooms their own #n #xpb"
10,"2016-10-02 15:46:30","2016-10-02 15:45:00",-1,"Kids didn't obey previous explanation of what they should not do during watching movie so I sent them to their rooms #n #xpb"
11,"2016-10-02 16:52:49","2016-10-02 16:30:00",-1,"Do homeworks with kids is much more difficult then negotiating some important part of design with someone who cannot understand it #n #xpb"
12,"2016-10-02 18:01:27","2016-10-02 18:00:00",1,"We prepared with son the meat for tortillas. He used kids knife and fingers coverage from @Opinel. They share it with daughter #p #xpb"
13,"2016-10-02 19:24:35","2016-10-02 18:45:00",1,"Dinner is ready meanwhile we were talking with neighbor about how is going life and practice German which is always very helpful #p #xpb"
14,"2016-10-02 19:43:10","2016-10-02 19:30:00",1,"After dinner we are watching another episode of #Narcos. Plot is extremely exciting and we are tight up. I like this series a lot #p #xpb"
15,"2016-10-02 20:29:15","2016-10-02 20:15:00",1,"Kids are in the beds which is extremely satisfying me because I will have sooner or later time for my work in piecefully environment #p #xpb"
16,"2016-10-02 21:12:58","2016-10-02 21:00:00",-1,"It wasn't such good idea to go for consultation of my PhD in next two weeks because nobody else except profesor have time for me #n #xpb"
17,"2016-10-02 22:03:59","2016-10-02 21:45:00",1,"After several laps of Vertigo Android game which is perfect I can recommend it I am moving to #rstats because I need to finish it #p #xpb"
18,"2016-10-02 22:46:12","2016-10-02 22:30:00",1,"Organizing R scripts to make it possible publish for other people and support my own publication. I almost have it #p #xpb"
19,"2016-10-02 23:39:41","2016-10-02 23:15:00",1,"Dealing with PNG outputs from #rstats with different resolution and quality of output. I think I found good configuration #p #xpb"
20,"2016-10-03 00:20:44","2016-10-02 23:59:59",-1,"I can't beat scale of the plot for some reason which I cannot see on the first sight. So, I would need to analyze what's going on #n #xpb"
1,"2016-10-03 08:00:52","2016-10-03 07:30:00",1,"Kids are like two small dragons cannot wait until they are back in the kindergarten so much excitement. And I am on the way to work #p #xpb"
2,"2016-10-03 08:15:51","2016-10-03 08:15:00",1,"I was running to catch the train and it is three minutes late. But at least I warm my self up so I am not freezing anymore #p #xpb"
3,"2016-10-03 09:07:05","2016-10-03 09:00:00",1,"Status is over so I can focus on the work. I would like to start a new tasks today. And get rid of long time existing ones #p #xpb"
4,"2016-10-03 10:32:55","2016-10-03 10:30:00",1,"I had discussion with team leader about preparation for afternoon meeting which we will enjoy and talking about other minorities #p #xpb"
5,"2016-10-03 11:30:30","2016-10-03 11:15:00",1,"Lunch is in front of me. Big plate of vegetables, chicken steak and fried potatoes. Yummy, this tasty and healthy option #p #xpb"
6,"2016-10-03 12:10:17","2016-10-03 12:00:00",-1,"I need to prepare topics and particular questions for next week consultancy with professor to stop being nervous about it #n #xpb"
7,"2016-10-03 12:55:36","2016-10-03 12:45:00",-1,"Analyzing the issue which is causing the trouble during the last database load and its caused by only one table from two hundred #n #xpb"
8,"2016-10-03 13:41:14","2016-10-03 13:30:00",1,"Testing of framework is successfully over. So I can version it in SVN and write email to college how to use it and do something else #p #xpb"
9,"2016-10-03 14:15:56","2016-10-03 14:15:00",1,"Little bit changing configuration of my MacBook. I hope it helps to prevent problems with WiFi and also improves signal reception #p #xpb"
10,"2016-10-03 15:41:23","2016-10-03 15:00:00",1,"Discussing several problems and it's a fun observe colleges how they are arguing and defending their opinions #p #xpb"
11,"2016-10-03 16:47:28","2016-10-03 16:30:00",-1,"Really interesting meeting about meaningless architecture topic which can be discussed till the end of our days #n #xpb"
12,"2016-10-03 17:44:31","2016-10-03 17:15:00",-1,"Going home. I have enough for today. I am tired and I can feel little headache so I hope fresh air helps quickly #n #xpb"
13,"2016-10-03 18:26:35","2016-10-03 18:00:00",1,"At home I am relaxing and let my mind empty till the dinner. I want to finish experiment today and watch some movie or episode #p #xpb"
14,"2016-10-03 19:14:22","2016-10-03 18:45:00",1,"Downloading another episode of the #Narcos and looking forward to watch it with my wife during the dinner which she will prepare #p #xpb"
